timestamp,sensorID,raw_VWC,temp,EC
1466059498,0,1816.04,24.0,1
1605075031,1,1808.05,22.9,1
1605075032,0,1815.45,24.0,0
1605075042,1,1807.14,22.9,1
1605075043,0,1816.32,24.0,1
1605075053,1,1806.80,22.9,1
1605075055,0,1815.85,24.0,1
1605075064,1,1807.72,22.9,1
1605075065,0,1815.40,23.9,1
1605075075,1,1808.03,22.9,1
1605075076,0,1816.37,23.9,1
1605075086,1,1807.70,22.9,1
1605075087,0,1816.82,23.9,1
1605075097,1,1806.73,22.9,0
1605075098,0,1816.59,23.9,0
1605075108,1,1807.98,22.9,1
1605075109,0,1816.48,23.9,0
1605075119,1,1806.76,22.9,0
1605075120,0,1814.85,23.9,1
1605075129,1,1808.13,22.9,1
1605075130,0,1816.65,23.9,1
1605075140,1,1807.74,22.9,1
1605075141,0,1816.79,23.9,1
1605075151,1,1806.75,22.9,1
1605075152,0,1816.26,23.9,0
1605075162,1,1806.93,22.9,1
1605075163,0,1815.27,23.9,1
1605075173,1,1806.44,22.8,1
1605075174,0,1816.21,23.9,1
1605075184,1,1806.90,22.8,1
1605075185,0,1815.22,23.8,1
1605075195,1,1807.07,22.8,1
1605075196,0,1815.63,23.8,1
1605075206,1,1808.11,22.8,1
1605075207,0,1815.69,23.8,1
1605075217,1,1806.98,22.8,1
1605075218,0,1815.35,23.8,1
1605075228,1,1807.78,22.8,1
1605075229,0,1815.35,23.8,1
1605075239,1,1808.08,22.8,1
1605075240,0,1816.88,23.8,1
1605075250,1,1806.77,22.8,1
1605075251,0,1815.42,23.8,1
1605075261,1,1806.53,22.8,1
1605075262,0,1815.18,23.8,1
1605075272,1,1808.10,22.8,1
1605075273,0,1816.70,23.8,1
1605075283,1,1807.15,22.8,0
1605075284,0,1816.84,23.8,1
1605075294,1,1807.08,22.8,1
1605075295,0,1816.34,23.7,0
1605075305,1,1807.69,22.8,1
1605075307,1,1808.92,22.8,1
1605075308,0,1816.67,23.7,0
1605075318,1,1808.19,22.8,1
1605075319,0,1816.41,23.7,1
1605075329,1,1807.19,22.8,1
1605075330,0,1815.05,23.7,1
1605075340,1,1807.92,22.8,1
1605075341,0,1815.41,23.7,0
1605075351,1,1808.04,22.8,0
1605075352,0,1815.04,23.7,1
1605075362,1,1807.30,22.8,1
1605075363,0,1816.11,23.7,1
1605075372,1,1807.75,22.8,1
1605075373,0,1816.21,23.7,0
1605075383,1,1807.16,22.8,1
1605075384,0,1816.49,23.7,1
1605075394,1,1807.87,22.8,0
1605075395,0,1815.77,23.7,0
1605075405,1,1807.84,22.8,1
1605075406,0,lnlMK[23.7,0
1605075416,1,1807.12,22.8,1
1605075417,0,1816.44,23.6,1
1605075427,1,1806.78,22.8,1
1605075428,0,1815.17,23.6,1
1605075438,1,1806.42,22.8,1
1605075439,0,1815.30,23.6,0
1605075449,1,1806.64,22.8,1
1605075450,0,1815.42,23.6,0
1605075460,1,1808.13,22.8,1
1605075461,0,1816.60,23.6,1
1605075471,1,1806.58,22.8,1
1605075472,0,1816.21,23.6,0
1605075482,1,1808.08,22.8,1
1605075483,0,1815.55,23.6,1
1605075492,1,1807.97,22.8,1
1605075493,0,1816.39,23.6,1
1605075503,1,1807.71,22.8,0
1605075504,0,1816.58,23.6,1
1605075514,1,1807.83,22.8,1
1605075515,0,1816.04,23.6,1
1605075525,1,1806.91,22.8,1
1605075526,0,1815.62,23.6,1
1605075536,1,1806.52,22.8,1
1605075537,0,1815.46,23.6,1
1605075547,1,1806.94,22.8,1
1605075548,0,1815.68,23.6,0
1605075558,1,1806.95,22.8,1
1605075559,0,1815.51,23.5,1
1605075569,1,1807.86,22.8,1
1605075570,0,1815.41,23.5,0
1605075580,1,1807.11,22.8,1
1605075581,0,1816.82,23.5,1
1605075591,1,1807.74,22.8,1
1605075592,0,1816.57,23.5,1
1605075602,1,1806.29,22.8,1
1605075603,0,1815.59,23.5,1
1605075613,1,1806.81,22.8,1
1605075614,0,1815.54,23.5,0
1605075623,1,1807.77,22.8,0
1605075624,0,1816.52,23.5,0
1605075634,1,1808.17,22.8,0
1605075635,0,1815.41,23.5,1
1605075645,1,1808.35,22.8,0
1605075646,0,1815.20,23.5,0
1605075656,1,1807.22,22.8,1
1605075657,0,1815.61,23.5,1
1605075667,1,1806.80,22.8,1
1605075668,0,1816.45,23.5,1
1605075678,1,1807.88,22.8,1
1605075679,0,1815.60,23.5,0
1605075689,1,1806.77,22.8,1
1605075690,0,1816.67,23.5,1
1605075700,1,1806.99,22.8,1
1605075701,0,1816.52,23.5,1
1605075711,1,1807.06,22.8,1
1605075712,0,1816.35,23.4,1
1605075722,1,1807.90,22.8,1
1605075723,0,1815.69,23.4,0
1605075733,1,1807.68,22.8,1
1605075734,0,1815.38,23.4,1
1605075743,1,1808.00,22.8,1
1605075744,0,1815.33,23.4,1
1605075754,1,1806.66,22.8,1
1605075755,0,1814.88,23.4,1
1605075765,1,1806.76,22.8,1
1605075766,0,1815.08,23.4,0
1605075776,1,1807.71,22.8,1
1605075777,0,1815.20,23.4,1
1605075787,1,1807.72,22.8,1
1605075788,0,1815.13,23.4,1
1605075798,1,1808.01,22.8,1
1605075799,0,1815.88,23.4,0
1605075809,1,1806.74,22.8,1
1605075810,0,1816.24,23.4,1
1605075820,1,1807.97,22.8,1
1605075821,0,1815.53,23.4,1
1605075831,1,1806.73,22.8,1
1605075832,0,1816.10,23.4,1
1605075842,1,1808.35,22.8,0
1605075843,0,1816.09,23.4,1
1605075853,1,1806.63,22.8,1
1605075854,0,1815.58,23.4,1
1605075864,1,1807.92,22.8,1
1605075865,0,1815.94,23.4,1
1605075874,1,1807.69,22.8,1
1605075875,0,1816.28,23.4,0
1605075885,1,1806.62,22.8,1
1605075886,0,1815.45,23.4,1
1605075896,1,1808.23,22.8,0
1605075897,0,1816.36,23.3,0
1605075907,1,1806.52,22.8,1
1605075908,0,1815.19,23.3,0
1605075918,1,1808.04,22.8,1
1605075919,0,1815.62,23.3,1
1605075929,1,1806.65,22.8,1
1605075930,0,1816.20,23.3,1
1605075940,1,1806.99,22.8,0
1605075941,0,1815.13,23.3,1
1605075951,1,1806.71,22.8,1
1605075952,0,1815.46,23.3,0
1605075962,1,1806.93,22.8,1
1605075963,0,1815.35,23.3,1
1605075973,1,1808.10,22.8,1
1605075974,0,1815.70,23.3,1
1605075984,1,1807.91,22.8,1
1605075985,0,1816.23,23.3,0
1605075994,1,1807.91,22.8,1
